X,Y,id,00-30_Clay,00-30_Silt,00-30_Sand,30-60_Clay,30-60_Silt,30-60_Sand,60-90_Clay,60-90_Silt,60-90_Sand,00-30_Clas,00-30_Cl_1,30-60_Clas,30-60_Cl_1,60-90_Clas,60-90_Cl_1,00-30_Nmin,00-30_Wate,30-60_Nmin,30-60_Wate,60-90_Nmin,60-90_Wate
445149.150199999974575,5823978.111999999731779,"1",2.902569413000000,7.393448191000000,89.703982400000001,2.084520532000000,7.489695383000000,90.425784080000000,0.777997954000000,11.653630670000000,87.568371380000002,Ss,fSms,Ss,fSms,Su2,,34.367174390000002,0.142425146000000,7.476593359000000,0.147991434000000,11.792078390000000,0.162593935000000
445178.809100000013132,5823974.303999999538064,"2",2.369694996000000,9.581716893999999,88.048588109999997,3.491695576000000,12.731525019999999,83.776779410000003,2.048505818000000,6.379981059000000,91.571513120000006,Ss,fSms,Su2,,Ss,fSms,6.792788049000000,0.129733034000000,5.886664694000000,0.122970642000000,11.516532850000001,0.164957450000000
445208.777999999932945,5823970.207000000402331,"3",2.363658566000000,9.060753910000001,88.575587519999999,3.723876758000000,20.488894150000000,75.787229089999997,5.303481097000000,14.695837800000000,80.000681110000002,Ss,fSms,Su2,,Sl2,,4.795563809000000,0.118331886000000,1.661912134000000,0.095248795000000,6.746149284000000,0.093330154000000
445238.574599999992643,5823966.167999999597669,"4",3.504421795000000,12.747703200000000,83.747874999999993,2.909838182000000,16.866067760000000,80.224094059999999,2.692192002000000,24.983719919999999,72.324088079999996,Su2,,Su2,,Su2,,8.324897622000000,0.116784563000000,0.821813837000000,0.092013722000000,2.927570726000000,0.129113286000000
445268.331400000024587,5823962.388000000268221,"5",6.752169451000000,19.265936719999999,73.981893830000004,8.332109951000000,23.344447570000000,68.323442479999997,9.625424938000000,30.857381170000000,59.517193900000002,Sl2,,Sl3,,Sl3,,6.036236957000000,0.107679596000000,2.509045378000000,0.109252524000000,0.948624096000000,0.122724433000000
445298.150000000023283,5823958.377000001259148,"6",2.271202248000000,10.787325100000000,86.941472649999994,0.950054831000000,9.997345913000000,89.052599259999994,6.077900599000000,14.643900730000000,79.278198669999995,Su2,,Ss,mSfs,Sl2,,12.007957350000000,0.091358583000000,1.401190227000000,0.075427776000000,2.004368078000000,0.098489480000000
445327.914300000004005,5823954.338000000454485,"7",1.246499183000000,15.216699230000000,83.536801589999996,3.003353483000000,13.489992870000000,83.506653639999996,2.857845678000000,18.767823549999999,78.374330770000000,Su2,,Su2,,Su2,,6.741140884000000,0.117427516000000,0.000000000000000,0.086055948000000,2.811160593000000,0.097392029000000
445357.747299999988172,5823950.275000000372529,"8",3.557321646000000,14.080458210000000,82.362220149999999,2.269228945000000,14.328439520000000,83.402331540000006,9.884451906000001,18.312650750000000,71.802897349999995,Su2,,Su2,,Sl3,,5.497779940000000,0.121854176000000,0.469578096000000,0.092437168000000,8.172266713999999,0.122917647000000
445387.582600000023376,5823946.410000000149012,"9",3.727587508000000,13.385334680000000,82.887077809999994,2.305733229000000,12.189293279999999,85.504973489999998,2.991885547000000,12.023600670000000,84.984513789999994,Su2,,Su2,,Su2,,7.082782803000000,0.116107959000000,0.890872301000000,0.078233108000000,2.678032909000000,0.094505985000000
445417.398700000019744,5823942.548999999649823,"10",4.237400854000000,10.425561220000001,85.337037929999994,2.899416098000000,8.215721020000000,88.884862880000000,4.696522745000000,9.326537356999999,85.976939900000005,Su2,,Ss,fSms,Ss,mSfs,5.887320880000000,0.106466754000000,0.665512778000000,0.079819556000000,11.796374410000000,0.093557393000000
445146.387400000006892,5823960.447999999858439,"11",1.051141107000000,5.938784024000000,93.010074869999997,0.352679649000000,5.872539434000000,93.774780919999998,0.739752110000000,15.824167370000000,83.436080520000004,Ss,fSms,Ss,fSms,Su2,,6.951501783000000,0.089176100000000,2.108103750000000,0.066358442000000,0.504359935000000,0.051043530000000
445176.046299999987241,5823956.639000000432134,"12",1.271635274000000,6.324732642000000,92.403632079999994,0.770410767000000,5.448401781000000,93.781187450000004,0.291213970000000,4.628298831000000,95.080487199999993,Ss,fSms,Ss,fSms,Ss,fSms,5.922742409000000,0.101345660000000,0.685927774000000,0.060512418000000,10.864365149999999,0.119294650000000
445206.015200000023469,5823952.542000000365078,"13",2.816670736000000,8.935374709000000,88.247954559999997,4.228473860000001,12.363267230000000,83.408258910000001,7.194981441000000,8.562126526000000,84.242892029999993,Ss,fSms,Su2,,St2,,5.273094137000000,0.113667706000000,1.980474125000000,0.099574633000000,12.715290760000000,0.130806836000000
445235.811800000024959,5823948.503999999724329,"14",4.000426188000000,13.853573620000001,82.146000189999995,2.789968421000000,16.715921880000000,80.494109699999996,3.588820171000000,22.402232399999999,74.008947430000006,Su2,,Su2,,Su2,,6.719642527000000,0.125983760000000,1.778692435000000,0.101380543000000,1.655446336000000,0.125845797000000
445265.568599999998696,5823944.724000000394881,"15",2.658010398000000,17.870898390000001,79.471091220000005,8.807613144999999,27.177699430000001,64.014687429999995,6.247309802000000,27.123674619999999,66.629015580000001,Su2,,Sl3,,Su3,,6.162711771000000,0.132334178000000,4.070681353000001,0.127027872000000,3.216378946000000,0.135277769000000
445295.387199999939185,5823940.713000000454485,"16",5.459420071000000,13.569116010000000,80.971463920000005,13.652035339999999,28.309478859999999,58.038485799999997,10.159286020000000,31.109268849999999,58.731445139999998,Sl2,,Sl4,,Sl3,,7.226648148000000,0.137240615000000,6.333242689000000,0.123680748000000,11.573147519999999,0.088727283000000
445325.151499999978114,5823936.673000000417233,"17",2.044279102000000,14.388132980000000,83.567587919999994,1.364362382000000,6.700551330000000,91.935086290000001,3.132196146000000,11.905002540000000,84.962801310000003,Su2,,Ss,mSfs,Su2,,6.176689699000000,0.119058494000000,1.698001556000000,0.066031746000000,3.068184275000000,0.112435035000000
445354.984500000020489,5823932.610000000335276,"18",1.853803862000000,12.557030720000000,85.589165420000000,1.489483309000000,11.482815860000001,87.027700830000001,1.336375296000000,11.433548310000001,87.230076400000002,Su2,,Su2,,Su2,,14.054697800000000,0.117839467000000,1.209622635000000,0.092360733000000,10.480202710000000,0.116416891000000
445384.819799999997485,5823928.746000000275671,"19",3.231924297000000,12.510701709999999,84.257373999999999,2.614338693000000,11.394679390000000,85.990981910000002,8.714967193000000,23.257129719999998,68.027903089999995,Su2,,Su2,,Sl3,,10.080837510000000,0.116884193000000,1.618722546000000,0.084963221000000,7.600626340000000,0.110554797000000
445414.635899999993853,5823924.883999998681247,"20",2.683135245000000,12.274240610000000,85.042624149999995,6.148057348000000,13.842629430000001,80.009313219999996,7.243433264000000,13.354405170000000,79.402161570000004,Su2,,Sl2,,Sl2,,4.995720845000000,0.118298368000000,2.074007513000000,0.099245749000000,0.831360806000000,0.050951410000000
445143.559300000080839,5823942.696000000461936,"21",1.673746213000000,4.656043098000000,93.670210690000005,1.359266965000000,4.297903402000000,94.342829629999997,3.203874634000000,7.064326101000000,89.731799269999996,Ss,mSfs,Ss,mSfs,Ss,mSfs,8.202155146000003,0.095344228000000,0.971873597000000,0.073154719000000,0.617354911000000,0.056887220000000
445173.218300000007730,5823938.888000000268221,"22",2.352513421000000,5.269098765000000,92.378387810000007,2.363553039000000,5.100185485000000,92.536261479999993,1.713909768000000,9.448460310000000,88.837629919999998,Ss,mSfs,Ss,mSfs,Ss,fSms,2.799543075000000,0.086098530000000,0.620724925000000,0.061036412000000,15.804800370000001,0.139296605000000
445203.187099999981001,5823934.791000000201166,"23",1.211389921000000,13.407262970000000,85.381347109999993,5.522273183000000,25.004444079999999,69.473282740000002,17.960230299999999,25.807356240000001,56.232413459999997,Su2,,Su3,,Ls4,,12.779465410000000,0.119534234000000,3.208735347000000,0.107594319000000,5.996270283000000,0.136167130000000
445232.983700000040699,5823930.752000000327826,"24",3.751719005000000,17.067180830000002,79.181100169999993,8.770756035000000,28.876476239999999,62.352767720000003,10.622098590000000,35.060536220000003,54.317365199999998,Su2,,Sl3,,Sl3,,11.335307230000000,0.151498314000000,5.966558590000000,0.131593560000000,2.365188139000000,0.097197756000000
445262.740500000014435,5823926.972000000998378,"25",2.789712994000000,11.690008530000000,85.520278480000002,2.579788835000000,12.615190470000000,84.805020700000000,1.689191220000000,10.369768120000000,87.941040659999999,Su2,,Su2,,Su2,,6.351647855000000,0.117993698000000,1.829106559000000,0.082555495000000,1.638167944000000,0.077961895000000
445292.559200000017881,5823922.960999999195337,"26",1.643026991000000,12.382994439999999,85.973978570000000,2.256050769000000,12.741638610000001,85.002310620000003,0.612886933000000,14.203978850000000,85.183134219999999,Su2,,Su2,,Su2,,7.998745661000000,0.106239147000000,0.886088982000000,0.073447836000000,6.756778784000000,0.101261089000000
445322.323499999998603,5823918.922000000253320,"27",2.898468295000000,11.678458380000000,85.423073329999994,1.691707586000000,10.904955180000000,87.403337239999999,4.274688587000000,13.148934260000001,82.576377149999999,Su2,,Su2,,Su2,,4.845658125000000,0.094328014000000,1.008376299000000,0.073158710000000,4.322226372000001,0.158870210000000
445352.156399999978021,5823914.859000000171363,"28",3.343738990000000,15.830936310000000,80.825324699999996,10.383715420000000,21.422421340000000,68.193863239999999,10.872388239999999,27.783007030000000,61.344604730000000,Su2,,Sl3,,Sl3,,5.558315331000000,0.156440403000000,4.702552967000000,0.151810801000000,7.257123177000000,0.130110609000000
445381.991800000017975,5823910.993999999947846,"29",4.195319751000001,16.136233770000000,79.668446480000000,3.946195388000000,21.324102220000000,74.729702399999994,7.632055359000000,24.377308670000001,67.990635970000000,Su2,,Su2,,Sl2,,6.842297824000000,0.123407141000000,1.971990388000000,0.113705429000000,7.325751450000000,0.103663787000000
445411.807800000009593,5823907.133000000379980,"30",4.210173359000000,15.944231080000000,79.845595560000007,5.519976279000000,15.525279870000000,78.954743850000000,9.116258920000000,34.488791300000003,56.394949779999997,Su2,,Sl2,,Sl3,,8.685170226000000,0.136335805000000,4.731530898000000,0.120944958000000,5.801935729000000,0.098515568000000
