Field_name,Field_Profile_number,Horizon_number,Depth,Easting,Northing,CLAY,SILT,SAND,SOC,BD,Upper_depth,Lower_depth,Thickness,KA5
Hermes,45,4,60-90,445265.0623,5823941.66,6.247309802,27.12367462,66.62901558,0.09,1.7,90,200,110,Su3
Hermes,46,1,0-30,445294.881,5823937.65,5.459420071,13.56911601,80.97146392,0.76,1.5,0,30,30,Sl2
Hermes,46,2,30-60,445294.881,5823937.65,13.65203534,28.30947886,58.0384858,0.18,1.7,30,60,30,Sl4
Hermes,46,3,60-90,445294.881,5823937.65,10.15928602,31.10926885,58.73144514,0.09,1.7,60,90,30,Sl3
Hermes,46,4,60-90,445294.881,5823937.65,10.15928602,31.10926885,58.73144514,0.09,1.7,90,200,110,Sl3
Hermes,47,1,0-30,445324.6453,5823933.61,2.044279102,14.38813298,83.56758792,0.67,1.5,0,30,30,Su2
Hermes,47,2,30-60,445324.6453,5823933.61,1.364362382,6.70055133,91.93508629,0.25,1.7,30,60,30,Ss
Hermes,47,3,60-90,445324.6453,5823933.61,3.132196146,11.90500254,84.96280131,0.05,1.7,60,90,30,Su2
Hermes,47,4,60-90,445324.6453,5823933.61,3.132196146,11.90500254,84.96280131,0.05,1.7,90,200,110,Su2
Hermes,48,1,0-30,445354.4782,5823929.55,1.853803862,12.55703072,85.58916542,0.76,1.5,0,30,30,Su2
Hermes,48,2,30-60,445354.4782,5823929.55,1.489483309,11.48281586,87.02770083,0.16,1.7,30,60,30,Su2
Hermes,48,3,60-90,445354.4782,5823929.55,1.336375296,11.43354831,87.2300764,0.08,1.7,60,90,30,Su2
Hermes,48,4,60-90,445354.4782,5823929.55,1.336375296,11.43354831,87.2300764,0.08,1.7,90,200,110,Su2
Hermes,49,1,0-30,445384.3136,5823925.68,3.231924297,12.51070171,84.257374,0.71,1.5,0,30,30,Su2
Hermes,49,2,30-60,445384.3136,5823925.68,2.614338693,11.39467939,85.99098191,0.26,1.7,30,60,30,Su2
Hermes,49,3,60-90,445384.3136,5823925.68,8.714967193,23.25712972,68.02790309,0.11,1.7,60,90,30,Sl3
Hermes,49,4,60-90,445384.3136,5823925.68,8.714967193,23.25712972,68.02790309,0.11,1.7,90,200,110,Sl3
Hermes,50,1,0-30,445414.1296,5823921.82,2.683135245,12.27424061,85.04262415,0.58,1.5,0,30,30,Su2
Hermes,50,2,30-60,445414.1296,5823921.82,6.148057348,13.84262943,80.00931322,0.17,1.7,30,60,30,Sl2
Hermes,50,3,60-90,445414.1296,5823921.82,7.243433264,13.35440517,79.40216157,0.07,1.7,60,90,30,Sl2
Hermes,50,4,60-90,445414.1296,5823921.82,7.243433264,13.35440517,79.40216157,0.07,1.7,90,200,110,Sl2
Hermes,51,1,0-30,445144.0366,5823945.71,1.673746213,4.656043098,93.67021069,0.79,1.5,0,30,30,Ss
Hermes,51,2,30-60,445144.0366,5823945.71,1.359266965,4.297903402,94.34282963,0.27,1.7,30,60,30,Ss
Hermes,51,3,60-90,445144.0366,5823945.71,3.203874634,7.064326101,89.73179927,0.08,1.7,60,90,30,Ss
Hermes,51,4,60-90,445144.0366,5823945.71,3.203874634,7.064326101,89.73179927,0.08,1.7,90,200,110,Ss
Hermes,52,1,0-30,445173.6955,5823941.91,2.352513421,5.269098765,92.37838781,0.8,1.5,0,30,30,Ss
Hermes,52,2,30-60,445173.6955,5823941.91,2.363553039,5.100185485,92.53626148,0.3,1.7,30,60,30,Ss
Hermes,52,3,60-90,445173.6955,5823941.91,1.713909768,9.44846031,88.83762992,0.06,1.7,60,90,30,Ss
Hermes,52,4,60-90,445173.6955,5823941.91,1.713909768,9.44846031,88.83762992,0.06,1.7,90,200,110,Ss
Hermes,53,1,0-30,445203.6644,5823937.81,1.211389921,13.40726297,85.38134711,0.74,1.5,0,30,30,Su2
Hermes,53,2,30-60,445203.6644,5823937.81,5.522273183,25.00444408,69.47328274,0.28,1.7,30,60,30,Su3
Hermes,53,3,60-90,445203.6644,5823937.81,17.9602303,25.80735624,56.23241346,0.13,1.7,60,90,30,Ls4
Hermes,53,4,60-90,445203.6644,5823937.81,17.9602303,25.80735624,56.23241346,0.13,1.7,90,200,110,Ls4
Hermes,54,1,0-30,445233.461,5823933.77,3.751719005,17.06718083,79.18110017,0.73,1.5,0,30,30,Su2
Hermes,54,2,30-60,445233.461,5823933.77,8.770756035,28.87647624,62.35276772,0.22,1.7,30,60,30,Sl3
Hermes,54,3,60-90,445233.461,5823933.77,10.62209859,35.06053622,54.3173652,0.09,1.7,60,90,30,Sl3
Hermes,54,4,60-90,445233.461,5823933.77,10.62209859,35.06053622,54.3173652,0.09,1.7,90,200,110,Sl3
Hermes,55,1,0-30,445263.2178,5823929.99,2.789712994,11.69000853,85.52027848,0.82,1.5,0,30,30,Su2
Hermes,55,2,30-60,445263.2178,5823929.99,2.579788835,12.61519047,84.8050207,0.14,1.7,30,60,30,Su2
Hermes,55,3,60-90,445263.2178,5823929.99,1.68919122,10.36976812,87.94104066,0.05,1.7,60,90,30,Su2
Hermes,55,4,60-90,445263.2178,5823929.99,1.68919122,10.36976812,87.94104066,0.05,1.7,90,200,110,Su2
Hermes,56,1,0-30,445293.0364,5823925.98,1.643026991,12.38299444,85.97397857,0.49,1.5,0,30,30,Su2
Hermes,56,2,30-60,445293.0364,5823925.98,2.256050769,12.74163861,85.00231062,0.12,1.7,30,60,30,Su2
Hermes,56,3,60-90,445293.0364,5823925.98,0.612886933,14.20397885,85.18313422,0.04,1.7,60,90,30,Su2
Hermes,56,4,60-90,445293.0364,5823925.98,0.612886933,14.20397885,85.18313422,0.04,1.7,90,200,110,Su2
Hermes,57,1,0-30,445322.8007,5823921.94,2.898468295,11.67845838,85.42307333,0.52,1.5,0,30,30,Su2
Hermes,57,2,30-60,445322.8007,5823921.94,1.691707586,10.90495518,87.40333724,0.18,1.7,30,60,30,Su2
Hermes,57,3,60-90,445322.8007,5823921.94,4.274688587,13.14893426,82.57637715,0.08,1.7,60,90,30,Su2
Hermes,57,4,60-90,445322.8007,5823921.94,4.274688587,13.14893426,82.57637715,0.08,1.7,90,200,110,Su2
Hermes,58,1,0-30,445352.6337,5823917.88,3.34373899,15.83093631,80.8253247,0.61,1.5,0,30,30,Su2
Hermes,58,2,30-60,445352.6337,5823917.88,10.38371542,21.42242134,68.19386324,0.22,1.7,30,60,30,Sl3
Hermes,58,3,60-90,445352.6337,5823917.88,10.87238824,27.78300703,61.34460473,0.09,1.7,60,90,30,Sl3
Hermes,58,4,60-90,445352.6337,5823917.88,10.87238824,27.78300703,61.34460473,0.09,1.7,90,200,110,Sl3
Hermes,59,1,0-30,445382.469,5823914.01,4.195319751,16.13623377,79.66844648,0.65,1.5,0,30,30,Su2
Hermes,59,2,30-60,445382.469,5823914.01,3.946195388,21.32410222,74.7297024,0.24,1.7,30,60,30,Su2
Hermes,59,3,60-90,445382.469,5823914.01,7.632055359,24.37730867,67.99063597,0.14,1.7,60,90,30,Sl2
Hermes,59,4,60-90,445382.469,5823914.01,7.632055359,24.37730867,67.99063597,0.14,1.7,90,200,110,Sl2
Hermes,60,1,0-30,445412.2851,5823910.15,4.210173359,15.94423108,79.84559556,0.11,1.5,0,30,30,Su2
Hermes,60,2,30-60,445412.2851,5823910.15,5.519976279,15.52527987,78.95474385,0.22,1.7,30,60,30,Sl2
Hermes,60,3,60-90,445412.2851,5823910.15,9.11625892,34.4887913,56.39494978,0.11,1.7,60,90,30,Sl3
Hermes,60,4,60-90,445412.2851,5823910.15,9.11625892,34.4887913,56.39494978,0.11,1.7,90,200,110,Sl3
Hermes,61,1,0-30,445148.6571,5823974.99,2.902569413,7.393448191,89.7039824,1.09,1.5,0,30,30,Ss
Hermes,61,2,30-60,445148.6571,5823974.99,2.084520532,7.489695383,90.42578408,0.96,1.7,30,60,30,Ss
Hermes,61,3,60-90,445148.6571,5823974.99,0.777997954,11.65363067,87.56837138,0.24,1.7,60,90,30,Su2
Hermes,61,4,60-90,445148.6571,5823974.99,0.777997954,11.65363067,87.56837138,0.24,1.7,90,200,110,Su2
Hermes,62,1,0-30,445178.316,5823971.18,2.369694996,9.581716894,88.04858811,0.81,1.5,0,30,30,Ss
Hermes,62,2,30-60,445178.316,5823971.18,3.491695576,12.73152502,83.77677941,1.14,1.7,30,60,30,Su2
Hermes,62,3,60-90,445178.316,5823971.18,2.048505818,6.379981059,91.57151312,0.28,1.7,60,90,30,Ss
Hermes,62,4,60-90,445178.316,5823971.18,2.048505818,6.379981059,91.57151312,0.28,1.7,90,200,110,Ss
Hermes,63,1,0-30,445208.2849,5823967.08,2.363658566,9.06075391,88.57558752,0.72,1.5,0,30,30,Ss
Hermes,63,2,30-60,445208.2849,5823967.08,3.723876758,20.48889415,75.78722909,0.14,1.7,30,60,30,Su2
Hermes,63,3,60-90,445208.2849,5823967.08,5.303481097,14.6958378,80.00068111,0.04,1.7,60,90,30,Sl2
Hermes,63,4,60-90,445208.2849,5823967.08,5.303481097,14.6958378,80.00068111,0.04,1.7,90,200,110,Sl2
Hermes,64,1,0-30,445238.0815,5823963.05,3.504421795,12.7477032,83.747875,0.61,1.5,0,30,30,Su2
Hermes,64,2,30-60,445238.0815,5823963.05,2.909838182,16.86606776,80.22409406,0.28,1.7,30,60,30,Su2
Hermes,64,3,60-90,445238.0815,5823963.05,2.692192002,24.98371992,72.32408808,0.2,1.7,60,90,30,Su2
Hermes,64,4,60-90,445238.0815,5823963.05,2.692192002,24.98371992,72.32408808,0.2,1.7,90,200,110,Su2
Hermes,65,1,0-30,445267.8383,5823959.27,6.752169451,19.26593672,73.98189383,0.75,1.5,0,30,30,Sl2
Hermes,65,2,30-60,445267.8383,5823959.27,8.332109951,23.34444757,68.32344248,0.07,1.7,30,60,30,Sl3
Hermes,65,3,60-90,445267.8383,5823959.27,9.625424938,30.85738117,59.5171939,0.08,1.7,60,90,30,Sl3
Hermes,65,4,60-90,445267.8383,5823959.27,9.625424938,30.85738117,59.5171939,0.08,1.7,90,200,110,Sl3
Hermes,66,1,0-30,445297.6569,5823955.25,2.271202248,10.7873251,86.94147265,0.5,1.5,0,30,30,Su2
Hermes,66,2,30-60,445297.6569,5823955.25,0.950054831,9.997345913,89.05259926,0.08,1.7,30,60,30,Ss
Hermes,66,3,60-90,445297.6569,5823955.25,6.077900599,14.64390073,79.27819867,0.08,1.7,60,90,30,Sl2
Hermes,66,4,60-90,445297.6569,5823955.25,6.077900599,14.64390073,79.27819867,0.08,1.7,90,200,110,Sl2
Hermes,67,1,0-30,445327.4212,5823951.21,1.246499183,15.21669923,83.53680159,0.59,1.5,0,30,30,Su2
Hermes,67,2,30-60,445327.4212,5823951.21,3.003353483,13.48999287,83.50665364,0.24,1.7,30,60,30,Su2
Hermes,67,3,60-90,445327.4212,5823951.21,2.857845678,18.76782355,78.37433077,0.12,1.7,60,90,30,Su2
Hermes,67,4,60-90,445327.4212,5823951.21,2.857845678,18.76782355,78.37433077,0.12,1.7,90,200,110,Su2
Hermes,68,1,0-30,445357.2542,5823947.15,3.557321646,14.08045821,82.36222015,0.73,1.5,0,30,30,Su2
Hermes,68,2,30-60,445357.2542,5823947.15,2.269228945,14.32843952,83.40233154,0.14,1.7,30,60,30,Su2
Hermes,68,3,60-90,445357.2542,5823947.15,9.884451906,18.31265075,71.80289735,0.11,1.7,60,90,30,Sl3
Hermes,68,4,60-90,445357.2542,5823947.15,9.884451906,18.31265075,71.80289735,0.11,1.7,90,200,110,Sl3
Hermes,69,1,0-30,445387.0895,5823943.29,3.727587508,13.38533468,82.88707781,0.71,1.5,0,30,30,Su2
Hermes,69,2,30-60,445387.0895,5823943.29,2.305733229,12.18929328,85.50497349,0.29,1.7,30,60,30,Su2
Hermes,69,3,60-90,445387.0895,5823943.29,2.991885547,12.02360067,84.98451379,0.07,1.7,60,90,30,Su2
Hermes,69,4,60-90,445387.0895,5823943.29,2.991885547,12.02360067,84.98451379,0.07,1.7,90,200,110,Su2
Hermes,70,1,0-30,445416.9056,5823939.43,4.237400854,10.42556122,85.33703793,0.69,1.5,0,30,30,Su2
Hermes,70,2,30-60,445416.9056,5823939.43,2.899416098,8.21572102,88.88486288,0.31,1.7,30,60,30,Ss
Hermes,70,3,60-90,445416.9056,5823939.43,4.696522745,9.326537357,85.9769399,0.07,1.7,60,90,30,Ss
Hermes,70,4,60-90,445416.9056,5823939.43,4.696522745,9.326537357,85.9769399,0.07,1.7,90,200,110,Ss
Hermes,71,1,0-30,445146.8856,5823963.52,1.051141107,5.938784024,93.01007487,0.52,1.5,0,30,30,Ss
Hermes,71,2,30-60,445146.8856,5823963.52,0.352679649,5.872539434,93.77478092,0.09,1.7,30,60,30,Ss
Hermes,71,3,60-90,445146.8856,5823963.52,0.73975211,15.82416737,83.43608052,0.04,1.7,60,90,30,Su2
Hermes,71,4,60-90,445146.8856,5823963.52,0.73975211,15.82416737,83.43608052,0.04,1.7,90,200,110,Su2
Hermes,72,1,0-30,445176.5445,5823959.71,1.271635274,6.324732642,92.40363208,0.72,1.5,0,30,30,Ss
Hermes,72,2,30-60,445176.5445,5823959.71,0.770410767,5.448401781,93.78118745,0.14,1.7,30,60,30,Ss
Hermes,72,3,60-90,445176.5445,5823959.71,0.29121397,4.628298831,95.0804872,0.04,1.7,60,90,30,Ss
Hermes,72,4,60-90,445176.5445,5823959.71,0.29121397,4.628298831,95.0804872,0.04,1.7,90,200,110,Ss
Hermes,73,1,0-30,445206.5134,5823955.61,2.816670736,8.935374709,88.24795456,0.82,1.5,0,30,30,Ss
Hermes,73,2,30-60,445206.5134,5823955.61,4.22847386,12.36326723,83.40825891,0.21,1.7,30,60,30,Su2
Hermes,73,3,60-90,445206.5134,5823955.61,7.194981441,8.562126526,84.24289203,0.08,1.7,60,90,30,St2
Hermes,73,4,60-90,445206.5134,5823955.61,7.194981441,8.562126526,84.24289203,0.08,1.7,90,200,110,St2
Hermes,74,1,0-30,445236.31,5823951.58,4.000426188,13.85357362,82.14600019,0.82,1.5,0,30,30,Su2
Hermes,74,2,30-60,445236.31,5823951.58,2.789968421,16.71592188,80.4941097,0.26,1.7,30,60,30,Su2
Hermes,74,3,60-90,445236.31,5823951.58,3.588820171,22.4022324,74.00894743,0.1,1.7,60,90,30,Su2
Hermes,74,4,60-90,445236.31,5823951.58,3.588820171,22.4022324,74.00894743,0.1,1.7,90,200,110,Su2
Hermes,75,1,0-30,445266.0668,5823947.8,2.658010398,17.87089839,79.47109122,0.66,1.5,0,30,30,Su2
Hermes,75,2,30-60,445266.0668,5823947.8,8.807613145,27.17769943,64.01468743,0.19,1.7,30,60,30,Sl3
Hermes,75,3,60-90,445266.0668,5823947.8,6.247309802,27.12367462,66.62901558,0.09,1.7,60,90,30,Su3
Hermes,75,4,60-90,445266.0668,5823947.8,6.247309802,27.12367462,66.62901558,0.09,1.7,90,200,110,Su3
Hermes,76,1,0-30,445295.8854,5823943.79,5.459420071,13.56911601,80.97146392,0.76,1.5,0,30,30,Sl2
Hermes,76,2,30-60,445295.8854,5823943.79,13.65203534,28.30947886,58.0384858,0.18,1.7,30,60,30,Sl4
Hermes,76,3,60-90,445295.8854,5823943.79,10.15928602,31.10926885,58.73144514,0.09,1.7,60,90,30,Sl3
Hermes,76,4,60-90,445295.8854,5823943.79,10.15928602,31.10926885,58.73144514,0.09,1.7,90,200,110,Sl3
Hermes,77,1,0-30,445325.6497,5823939.75,2.044279102,14.38813298,83.56758792,0.67,1.5,0,30,30,Su2
Hermes,77,2,30-60,445325.6497,5823939.75,1.364362382,6.70055133,91.93508629,0.25,1.7,30,60,30,Ss
Hermes,77,3,60-90,445325.6497,5823939.75,3.132196146,11.90500254,84.96280131,0.05,1.7,60,90,30,Su2
Hermes,77,4,60-90,445325.6497,5823939.75,3.132196146,11.90500254,84.96280131,0.05,1.7,90,200,110,Su2
Hermes,78,1,0-30,445355.4827,5823935.68,1.853803862,12.55703072,85.58916542,0.76,1.5,0,30,30,Su2
Hermes,78,2,30-60,445355.4827,5823935.68,1.489483309,11.48281586,87.02770083,0.16,1.7,30,60,30,Su2
Hermes,78,3,60-90,445355.4827,5823935.68,1.336375296,11.43354831,87.2300764,0.08,1.7,60,90,30,Su2
Hermes,78,4,60-90,445355.4827,5823935.68,1.336375296,11.43354831,87.2300764,0.08,1.7,90,200,110,Su2
Hermes,79,1,0-30,445385.318,5823931.82,3.231924297,12.51070171,84.257374,0.71,1.5,0,30,30,Su2
Hermes,79,2,30-60,445385.318,5823931.82,2.614338693,11.39467939,85.99098191,0.26,1.7,30,60,30,Su2
Hermes,79,3,60-90,445385.318,5823931.82,8.714967193,23.25712972,68.02790309,0.11,1.7,60,90,30,Sl3
Hermes,79,4,60-90,445385.318,5823931.82,8.714967193,23.25712972,68.02790309,0.11,1.7,90,200,110,Sl3
Hermes,80,1,0-30,445415.1341,5823927.96,2.683135245,12.27424061,85.04262415,0.58,1.5,0,30,30,Su2
Hermes,80,2,30-60,445415.1341,5823927.96,6.148057348,13.84262943,80.00931322,0.17,1.7,30,60,30,Sl2
Hermes,80,3,60-90,445415.1341,5823927.96,7.243433264,13.35440517,79.40216157,0.07,1.7,60,90,30,Sl2
Hermes,80,4,60-90,445415.1341,5823927.96,7.243433264,13.35440517,79.40216157,0.07,1.7,90,200,110,Sl2
Hermes,81,1,0-30,445143.5593,5823942.7,1.673746213,4.656043098,93.67021069,0.79,1.5,0,30,30,Ss
Hermes,81,2,30-60,445143.5593,5823942.7,1.359266965,4.297903402,94.34282963,0.27,1.7,30,60,30,Ss
Hermes,81,3,60-90,445143.5593,5823942.7,3.203874634,7.064326101,89.73179927,0.08,1.7,60,90,30,Ss
Hermes,81,4,60-90,445143.5593,5823942.7,3.203874634,7.064326101,89.73179927,0.08,1.7,90,200,110,Ss
Hermes,82,1,0-30,445173.2183,5823938.89,2.352513421,5.269098765,92.37838781,0.8,1.5,0,30,30,Ss
Hermes,82,2,30-60,445173.2183,5823938.89,2.363553039,5.100185485,92.53626148,0.3,1.7,30,60,30,Ss
Hermes,82,3,60-90,445173.2183,5823938.89,1.713909768,9.44846031,88.83762992,0.06,1.7,60,90,30,Ss
Hermes,82,4,60-90,445173.2183,5823938.89,1.713909768,9.44846031,88.83762992,0.06,1.7,90,200,110,Ss
Hermes,83,1,0-30,445203.1871,5823934.79,1.211389921,13.40726297,85.38134711,0.74,1.5,0,30,30,Su2
Hermes,83,2,30-60,445203.1871,5823934.79,5.522273183,25.00444408,69.47328274,0.28,1.7,30,60,30,Su3
Hermes,83,3,60-90,445203.1871,5823934.79,17.9602303,25.80735624,56.23241346,0.13,1.7,60,90,30,Ls4
Hermes,83,4,60-90,445203.1871,5823934.79,17.9602303,25.80735624,56.23241346,0.13,1.7,90,200,110,Ls4
Hermes,84,1,0-30,445232.9837,5823930.75,3.751719005,17.06718083,79.18110017,0.73,1.5,0,30,30,Su2
Hermes,84,2,30-60,445232.9837,5823930.75,8.770756035,28.87647624,62.35276772,0.22,1.7,30,60,30,Sl3
Hermes,84,3,60-90,445232.9837,5823930.75,10.62209859,35.06053622,54.3173652,0.09,1.7,60,90,30,Sl3
Hermes,84,4,60-90,445232.9837,5823930.75,10.62209859,35.06053622,54.3173652,0.09,1.7,90,200,110,Sl3
Hermes,85,1,0-30,445262.7405,5823926.97,2.789712994,11.69000853,85.52027848,0.82,1.5,0,30,30,Su2
Hermes,85,2,30-60,445262.7405,5823926.97,2.579788835,12.61519047,84.8050207,0.14,1.7,30,60,30,Su2
Hermes,85,3,60-90,445262.7405,5823926.97,1.68919122,10.36976812,87.94104066,0.05,1.7,60,90,30,Su2
Hermes,85,4,60-90,445262.7405,5823926.97,1.68919122,10.36976812,87.94104066,0.05,1.7,90,200,110,Su2
Hermes,86,1,0-30,445292.5592,5823922.96,1.643026991,12.38299444,85.97397857,0.49,1.5,0,30,30,Su2
Hermes,86,2,30-60,445292.5592,5823922.96,2.256050769,12.74163861,85.00231062,0.12,1.7,30,60,30,Su2
Hermes,86,3,60-90,445292.5592,5823922.96,0.612886933,14.20397885,85.18313422,0.04,1.7,60,90,30,Su2
Hermes,86,4,60-90,445292.5592,5823922.96,0.612886933,14.20397885,85.18313422,0.04,1.7,90,200,110,Su2
Hermes,87,1,0-30,445322.3235,5823918.92,2.898468295,11.67845838,85.42307333,0.52,1.5,0,30,30,Su2
Hermes,87,2,30-60,445322.3235,5823918.92,1.691707586,10.90495518,87.40333724,0.18,1.7,30,60,30,Su2
Hermes,87,3,60-90,445322.3235,5823918.92,4.274688587,13.14893426,82.57637715,0.08,1.7,60,90,30,Su2
Hermes,87,4,60-90,445322.3235,5823918.92,4.274688587,13.14893426,82.57637715,0.08,1.7,90,200,110,Su2
Hermes,88,1,0-30,445352.1564,5823914.86,3.34373899,15.83093631,80.8253247,0.61,1.5,0,30,30,Su2
Hermes,88,2,30-60,445352.1564,5823914.86,10.38371542,21.42242134,68.19386324,0.22,1.7,30,60,30,Sl3
Hermes,88,3,60-90,445352.1564,5823914.86,10.87238824,27.78300703,61.34460473,0.09,1.7,60,90,30,Sl3
Hermes,88,4,60-90,445352.1564,5823914.86,10.87238824,27.78300703,61.34460473,0.09,1.7,90,200,110,Sl3
Hermes,89,1,0-30,445381.9918,5823910.99,4.195319751,16.13623377,79.66844648,0.65,1.5,0,30,30,Su2
Hermes,89,2,30-60,445381.9918,5823910.99,3.946195388,21.32410222,74.7297024,0.24,1.7,30,60,30,Su2
Hermes,89,3,60-90,445381.9918,5823910.99,7.632055359,24.37730867,67.99063597,0.14,1.7,60,90,30,Sl2
Hermes,89,4,60-90,445381.9918,5823910.99,7.632055359,24.37730867,67.99063597,0.14,1.7,90,200,110,Sl2
Hermes,90,1,0-30,445411.8078,5823907.13,4.210173359,15.94423108,79.84559556,0.11,1.5,0,30,30,Su2
Hermes,90,2,30-60,445411.8078,5823907.13,5.519976279,15.52527987,78.95474385,0.22,1.7,30,60,30,Sl2
Hermes,90,3,60-90,445411.8078,5823907.13,9.11625892,34.4887913,56.39494978,0.11,1.7,60,90,30,Sl3
Hermes,90,4,60-90,445411.8078,5823907.13,9.11625892,34.4887913,56.39494978,0.11,1.7,90,200,110,Sl3
